t(s),r(km),v(km/s)
3264,12944.4,-1.99897
3265,12942.4,-2.00134
3266,12940.4,-2.00372
3267,12938.4,-2.0061
3268,12936.4,-2.00849
3269,12934.4,-2.01087
3270,12932.4,-2.01325
3271,12930.4,-2.01563
3272,12928.4,-2.01802
3273,12926.3,-2.0204
3274,12924.3,-2.02279
3275,12922.3,-2.02518
3276,12920.3,-2.02756
3277,12918.2,-2.02995
3278,12916.2,-2.03234
3279,12914.2,-2.03473
3280,12912.1,-2.03712
3281,12910.1,-2.03951
3282,12908.1,-2.0419
3283,12906,-2.04429
3284,12904,-2.04669
3285,12901.9,-2.04908
3286,12899.9,-2.05148
3287,12897.8,-2.05387
3288,12895.8,-2.05627
3289,12893.7,-2.05867
3290,12891.6,-2.06106
3291,12889.6,-2.06346
3292,12887.5,-2.06586
3293,12885.4,-2.06826
3294,12883.4,-2.07066
3295,12881.3,-2.07306
3296,12879.2,-2.07547
3297,12877.2,-2.07787
3298,12875.1,-2.08027
3299,12873,-2.08268
3300,12870.9,-2.08508
3301,12868.8,-2.08749
3302,12866.7,-2.0899
3303,12864.6,-2.0923
3304,12862.6,-2.09471
3305,12860.5,-2.09712
3306,12858.4,-2.09953
3307,12856.3,-2.10194
3308,12854.2,-2.10436
3309,12852,-2.10677
3310,12849.9,-2.10918
3311,12847.8,-2.1116
3312,12845.7,-2.11401
3313,12843.6,-2.11643
3314,12841.5,-2.11884
3315,12839.4,-2.12126
3316,12837.2,-2.12368
3317,12835.1,-2.1261
3318,12833,-2.12852
3319,12830.9,-2.13094
3320,12828.7,-2.13336
3321,12826.6,-2.13578
3322,12824.5,-2.13821
3323,12822.3,-2.14063
3324,12820.2,-2.14305
3325,12818,-2.14548
3326,12815.9,-2.14791
3327,12813.7,-2.15033
3328,12811.6,-2.15276
3329,12809.4,-2.15519
3330,12807.3,-2.15762
3331,12805.1,-2.16005
3332,12803,-2.16248
3333,12800.8,-2.16491
3334,12798.6,-2.16734
3335,12796.5,-2.16978
3336,12794.3,-2.17221
3337,12792.1,-2.17465
3338,12789.9,-2.17708
3339,12787.8,-2.17952
3340,12785.6,-2.18196
3341,12783.4,-2.1844
3342,12781.2,-2.18684
3343,12779,-2.18928
3344,12776.8,-2.19172
3345,12774.6,-2.19416
3346,12772.4,-2.1966
3347,12770.2,-2.19905
3348,12768,-2.20149
3349,12765.8,-2.20394
3350,12763.6,-2.20638
3351,12761.4,-2.20883
3352,12759.2,-2.21128
3353,12757,-2.21373
3354,12754.8,-2.21617
3355,12752.6,-2.21863
3356,12750.4,-2.22108
3357,12748.1,-2.22353
3358,12745.9,-2.22598
3359,12743.7,-2.22844
3360,12741.4,-2.23089
3361,12739.2,-2.23335
3362,12737,-2.2358
3363,12734.7,-2.23826
3364,12732.5,-2.24072
3365,12730.3,-2.24318
3366,12728,-2.24564
3367,12725.8,-2.2481
3368,12723.5,-2.25056
3369,12721.3,-2.25302
3370,12719,-2.25548
3371,12716.8,-2.25795
3372,12714.5,-2.26041
3373,12712.2,-2.26288
3374,12710,-2.26535
3375,12707.7,-2.26781
3376,12705.4,-2.27028
3377,12703.2,-2.27275
3378,12700.9,-2.27522
3379,12698.6,-2.27769
3380,12696.3,-2.28017
3381,12694.1,-2.28264
3382,12691.8,-2.28511
3383,12689.5,-2.28759
3384,12687.2,-2.29006
3385,12684.9,-2.29254
3386,12682.6,-2.29502
3387,12680.3,-2.2975
3388,12678,-2.29997
3389,12675.7,-2.30245
3390,12673.4,-2.30494
3391,12671.1,-2.30742
3392,12668.8,-2.3099
3393,12666.5,-2.31238
3394,12664.2,-2.31487
3395,12661.9,-2.31735
3396,12659.5,-2.31984
3397,12657.2,-2.32233
3398,12654.9,-2.32482
3399,12652.6,-2.32731
3400,12650.2,-2.3298
3401,12647.9,-2.33229
3402,12645.6,-2.33478
3403,12643.2,-2.33727
3404,12640.9,-2.33977
3405,12638.6,-2.34226
3406,12636.2,-2.34476
3407,12633.9,-2.34725
3408,12631.5,-2.34975
3409,12629.2,-2.35225
3410,12626.8,-2.35475
3411,12624.5,-2.35725
3412,12622.1,-2.35975
3413,12619.7,-2.36225
3414,12617.4,-2.36476
3415,12615,-2.36726
3416,12612.6,-2.36976
3417,12610.3,-2.37227
3418,12607.9,-2.37478
3419,12605.5,-2.37729
3420,12603.1,-2.37979
3421,12600.8,-2.3823
3422,12598.4,-2.38481
3423,12596,-2.38733
3424,12593.6,-2.38984
3425,12591.2,-2.39235
3426,12588.8,-2.39487
3427,12586.4,-2.39738
3428,12584,-2.3999
3429,12581.6,-2.40242
3430,12579.2,-2.40493
3431,12576.8,-2.40745
3432,12574.4,-2.40997
3433,12572,-2.4125
3434,12569.6,-2.41502
3435,12567.2,-2.41754
3436,12564.7,-2.42006
3437,12562.3,-2.42259
3438,12559.9,-2.42512
3439,12557.5,-2.42764
3440,12555,-2.43017
3441,12552.6,-2.4327
3442,12550.2,-2.43523
3443,12547.7,-2.43776
3444,12545.3,-2.44029
3445,12542.9,-2.44283
3446,12540.4,-2.44536
3447,12538,-2.44789
3448,12535.5,-2.45043
3449,12533.1,-2.45297
3450,12530.6,-2.45551
3451,12528.2,-2.45804
3452,12525.7,-2.46058
3453,12523.2,-2.46313
3454,12520.8,-2.46567
3455,12518.3,-2.46821
3456,12515.8,-2.47075
3457,12513.4,-2.4733
3458,12510.9,-2.47584
3459,12508.4,-2.47839
3460,12505.9,-2.48094
3461,12503.5,-2.48349
3462,12501,-2.48604
3463,12498.5,-2.48859
3464,12496,-2.49114
3465,12493.5,-2.49369
3466,12491,-2.49625
3467,12488.5,-2.4988
3468,12486,-2.50136
3469,12483.5,-2.50392
3470,12481,-2.50647
3471,12478.5,-2.50903
3472,12476,-2.51159
3473,12473.5,-2.51415
3474,12470.9,-2.51672
3475,12468.4,-2.51928
3476,12465.9,-2.52184
3477,12463.4,-2.52441
3478,12460.9,-2.52698
3479,12458.3,-2.52954
3480,12455.8,-2.53211
3481,12453.3,-2.53468
3482,12450.7,-2.53725
3483,12448.2,-2.53982
3484,12445.7,-2.5424
3485,12443.1,-2.54497
3486,12440.6,-2.54755
3487,12438,-2.55012
3488,12435.5,-2.5527
3489,12432.9,-2.55528
3490,12430.4,-2.55785
3491,12427.8,-2.56043
3492,12425.2,-2.56302
3493,12422.7,-2.5656
3494,12420.1,-2.56818
3495,12417.5,-2.57077
3496,12415,-2.57335
3497,12412.4,-2.57594
3498,12409.8,-2.57852
3499,12407.2,-2.58111
3500,12404.6,-2.5837
3501,12402.1,-2.58629
3502,12399.5,-2.58889
3503,12396.9,-2.59148
3504,12394.3,-2.59407
3505,12391.7,-2.59667
3506,12389.1,-2.59926
3507,12386.5,-2.60186
3508,12383.9,-2.60446
3509,12381.3,-2.60706
3510,12378.7,-2.60966
3511,12376.1,-2.61226
3512,12373.5,-2.61486
3513,12370.8,-2.61747
3514,12368.2,-2.62007
3515,12365.6,-2.62268
3516,12363,-2.62529
3517,12360.3,-2.62789
3518,12357.7,-2.6305
3519,12355.1,-2.63311
3520,12352.5,-2.63573
3521,12349.8,-2.63834
3522,12347.2,-2.64095
3523,12344.5,-2.64357
3524,12341.9,-2.64618
3525,12339.2,-2.6488
3526,12336.6,-2.65142
3527,12333.9,-2.65404
3528,12331.3,-2.65666
3529,12328.6,-2.65928
3530,12326,-2.6619
3531,12323.3,-2.66453
3532,12320.6,-2.66715
3533,12318,-2.66978
3534,12315.3,-2.67241
3535,12312.6,-2.67503
3536,12309.9,-2.67766
3537,12307.3,-2.6803
3538,12304.6,-2.68293
3539,12301.9,-2.68556
3540,12299.2,-2.68819
3541,12296.5,-2.69083
3542,12293.8,-2.69347
3543,12291.1,-2.6961
3544,12288.4,-2.69874
3545,12285.7,-2.70138
3546,12283,-2.70402
3547,12280.3,-2.70667
3548,12277.6,-2.70931
3549,12274.9,-2.71195
3550,12272.2,-2.7146
3551,12269.5,-2.71725
3552,12266.8,-2.7199
3553,12264,-2.72254
3554,12261.3,-2.7252
3555,12258.6,-2.72785
3556,12255.9,-2.7305
3557,12253.1,-2.73315
3558,12250.4,-2.73581
3559,12247.7,-2.73847
3560,12244.9,-2.74112
3561,12242.2,-2.74378
3562,12239.4,-2.74644
3563,12236.7,-2.7491
3564,12233.9,-2.75177
3565,12231.2,-2.75443
3566,12228.4,-2.75709
3567,12225.7,-2.75976
3568,12222.9,-2.76243
3569,12220.1,-2.7651
3570,12217.4,-2.76777
3571,12214.6,-2.77044
3572,12211.8,-2.77311
3573,12209.1,-2.77578
3574,12206.3,-2.77846
3575,12203.5,-2.78113
3576,12200.7,-2.78381
3577,12197.9,-2.78649
3578,12195.1,-2.78917
3579,12192.4,-2.79185
3580,12189.6,-2.79453
3581,12186.8,-2.79721
3582,12184,-2.7999
3583,12181.2,-2.80258
3584,12178.4,-2.80527
3585,12175.6,-2.80796
3586,12172.7,-2.81065
3587,12169.9,-2.81334
3588,12167.1,-2.81603
3589,12164.3,-2.81872
3590,12161.5,-2.82142
3591,12158.7,-2.82411
3592,12155.8,-2.82681
3593,12153,-2.82951
3594,12150.2,-2.8322
3595,12147.3,-2.83491
3596,12144.5,-2.83761
3597,12141.7,-2.84031
3598,12138.8,-2.84301
3599,12136,-2.84572
3600,12133.1,-2.84843
3601,12130.3,-2.85113
3602,12127.4,-2.85384
3603,12124.6,-2.85655
3604,12121.7,-2.85927
3605,12118.9,-2.86198
3606,12116,-2.86469
3607,12113.1,-2.86741
3608,12110.3,-2.87013
3609,12107.4,-2.87285
3610,12104.5,-2.87556
3611,12101.6,-2.87829
3612,12098.8,-2.88101
3613,12095.9,-2.88373
3614,12093,-2.88646
3615,12090.1,-2.88918
3616,12087.2,-2.89191
3617,12084.3,-2.89464
3618,12081.4,-2.89737
3619,12078.5,-2.9001
3620,12075.6,-2.90283
3621,12072.7,-2.90557
3622,12069.8,-2.9083
3623,12066.9,-2.91104
3624,12064,-2.91378
3625,12061.1,-2.91652
3626,12058.2,-2.91926
3627,12055.2,-2.922
3628,12052.3,-2.92474
3629,12049.4,-2.92749
3630,12046.5,-2.93023
3631,12043.5,-2.93298
3632,12040.6,-2.93573
3633,12037.7,-2.93848
3634,12034.7,-2.94123
3635,12031.8,-2.94398
3636,12028.8,-2.94674
3637,12025.9,-2.94949
3638,12022.9,-2.95225
3639,12020,-2.95501
3640,12017,-2.95776
3641,12014.1,-2.96053
3642,12011.1,-2.96329
3643,12008.1,-2.96605
3644,12005.2,-2.96882
3645,12002.2,-2.97158
3646,11999.2,-2.97435
3647,11996.2,-2.97712
3648,11993.3,-2.97989
3649,11990.3,-2.98266
3650,11987.3,-2.98543
3651,11984.3,-2.98821
3652,11981.3,-2.99098
3653,11978.3,-2.99376
3654,11975.3,-2.99654
3655,11972.3,-2.99932
3656,11969.3,-3.0021
3657,11966.3,-3.00488
3658,11963.3,-3.00767
3659,11960.3,-3.01045
3660,11957.3,-3.01324
3661,11954.3,-3.01603
3662,11951.3,-3.01882
3663,11948.3,-3.02161
3664,11945.2,-3.0244
3665,11942.2,-3.0272
3666,11939.2,-3.02999
3667,11936.1,-3.03279
3668,11933.1,-3.03559
3669,11930.1,-3.03839
3670,11927,-3.04119
3671,11924,-3.04399
3672,11921,-3.04679
3673,11917.9,-3.0496
3674,11914.9,-3.05241
3675,11911.8,-3.05521
3676,11908.7,-3.05802
3677,11905.7,-3.06084
3678,11902.6,-3.06365
3679,11899.6,-3.06646
3680,11896.5,-3.06928
3681,11893.4,-3.07209
3682,11890.3,-3.07491
3683,11887.3,-3.07773
3684,11884.2,-3.08055
3685,11881.1,-3.08338
3686,11878,-3.0862
3687,11874.9,-3.08903
3688,11871.8,-3.09185
3689,11868.7,-3.09468
3690,11865.7,-3.09751
3691,11862.6,-3.10034
3692,11859.5,-3.10318
3693,11856.3,-3.10601
3694,11853.2,-3.10885
3695,11850.1,-3.11169
3696,11847,-3.11452
3697,11843.9,-3.11737
3698,11840.8,-3.12021
3699,11837.7,-3.12305
3700,11834.5,-3.1259
3701,11831.4,-3.12874
3702,11828.3,-3.13159
3703,11825.1,-3.13444
3704,11822,-3.13729
3705,11818.9,-3.14014
3706,11815.7,-3.143
3707,11812.6,-3.14585
3708,11809.4,-3.14871
3709,11806.3,-3.15157
3710,11803.1,-3.15443
3711,11800,-3.15729
3712,11796.8,-3.16015
3713,11793.7,-3.16302
3714,11790.5,-3.16589
3715,11787.3,-3.16875
3716,11784.2,-3.17162
3717,11781,-3.17449
3718,11777.8,-3.17737
3719,11774.6,-3.18024
3720,11771.4,-3.18312
3721,11768.3,-3.18599
3722,11765.1,-3.18887
3723,11761.9,-3.19175
3724,11758.7,-3.19463
3725,11755.5,-3.19752
3726,11752.3,-3.2004
3727,11749.1,-3.20329
3728,11745.9,-3.20618
3729,11742.7,-3.20907
3730,11739.5,-3.21196
3731,11736.3,-3.21485
3732,11733,-3.21775
3733,11729.8,-3.22064
3734,11726.6,-3.22354
3735,11723.4,-3.22644
3736,11720.1,-3.22934
3737,11716.9,-3.23224
3738,11713.7,-3.23515
3739,11710.4,-3.23805
3740,11707.2,-3.24096
3741,11704,-3.24387
3742,11700.7,-3.24678
3743,11697.5,-3.24969
3744,11694.2,-3.2526
3745,11691,-3.25552
3746,11687.7,-3.25844
3747,11684.4,-3.26135
3748,11681.2,-3.26428
3749,11677.9,-3.2672
3750,11674.7,-3.27012
3751,11671.4,-3.27305
3752,11668.1,-3.27597
3753,11664.8,-3.2789
3754,11661.5,-3.28183
3755,11658.3,-3.28476
3756,11655,-3.2877
3757,11651.7,-3.29063
3758,11648.4,-3.29357
3759,11645.1,-3.29651
3760,11641.8,-3.29945
3761,11638.5,-3.30239
3762,11635.2,-3.30533
3763,11631.9,-3.30828
3764,11628.6,-3.31122
3765,11625.3,-3.31417
3766,11622,-3.31712
3767,11618.6,-3.32007
3768,11615.3,-3.32303
3769,11612,-3.32598
3770,11608.7,-3.32894
3771,11605.3,-3.3319
3772,11602,-3.33486
3773,11598.7,-3.33782
3774,11595.3,-3.34078
3775,11592,-3.34375
3776,11588.6,-3.34671
3777,11585.3,-3.34968
3778,11581.9,-3.35265
3779,11578.6,-3.35563
3780,11575.2,-3.3586
3781,11571.9,-3.36158
3782,11568.5,-3.36455
3783,11565.1,-3.36753
3784,11561.8,-3.37051
3785,11558.4,-3.37349
3786,11555,-3.37648
3787,11551.6,-3.37947
3788,11548.3,-3.38245
3789,11544.9,-3.38544
3790,11541.5,-3.38843
3791,11538.1,-3.39143
3792,11534.7,-3.39442
3793,11531.3,-3.39742
3794,11527.9,-3.40042
3795,11524.5,-3.40342
3796,11521.1,-3.40642
3797,11517.7,-3.40942
3798,11514.3,-3.41243
3799,11510.9,-3.41543
3800,11507.5,-3.41844
3801,11504,-3.42145
3802,11500.6,-3.42447
3803,11497.2,-3.42748
3804,11493.8,-3.4305
3805,11490.3,-3.43352
3806,11486.9,-3.43654
3807,11483.5,-3.43956
3808,11480,-3.44258
3809,11476.6,-3.44561
3810,11473.1,-3.44863
3811,11469.7,-3.45166
3812,11466.2,-3.45469
3813,11462.8,-3.45772
3814,11459.3,-3.46076
3815,11455.8,-3.4638
3816,11452.4,-3.46683
3817,11448.9,-3.46987
3818,11445.4,-3.47291
3819,11442,-3.47596
3820,11438.5,-3.479
3821,11435,-3.48205
3822,11431.5,-3.4851
3823,11428,-3.48815
3824,11424.5,-3.4912
3825,11421,-3.49426
3826,11417.6,-3.49731
3827,11414.1,-3.50037
3828,11410.6,-3.50343
3829,11407,-3.5065
3830,11403.5,-3.50956
3831,11400,-3.51263
3832,11396.5,-3.51569
3833,11393,-3.51876
3834,11389.5,-3.52184
3835,11386,-3.52491
3836,11382.4,-3.52798
3837,11378.9,-3.53106
3838,11375.4,-3.53414
3839,11371.8,-3.53722
3840,11368.3,-3.5403
3841,11364.7,-3.54339
3842,11361.2,-3.54648
3843,11357.7,-3.54957
3844,11354.1,-3.55266
3845,11350.5,-3.55575
3846,11347,-3.55884
3847,11343.4,-3.56194
3848,11339.9,-3.56504
3849,11336.3,-3.56814
3850,11332.7,-3.57124
3851,11329.2,-3.57435
3852,11325.6,-3.57745
3853,11322,-3.58056
3854,11318.4,-3.58367
3855,11314.8,-3.58678
3856,11311.2,-3.5899
3857,11307.7,-3.59301
3858,11304.1,-3.59613
3859,11300.5,-3.59925
3860,11296.9,-3.60237
3861,11293.3,-3.6055
3862,11289.7,-3.60862
3863,11286,-3.61175
3864,11282.4,-3.61488
3865,11278.8,-3.61802
3866,11275.2,-3.62115
3867,11271.6,-3.62429
3868,11267.9,-3.62742
3869,11264.3,-3.63056
3870,11260.7,-3.63371
3871,11257,-3.63685
3872,11253.4,-3.64
3873,11249.8,-3.64315
3874,11246.1,-3.6463
3875,11242.5,-3.64945
3876,11238.8,-3.6526
3877,11235.2,-3.65576
3878,11231.5,-3.65892
3879,11227.9,-3.66208
3880,11224.2,-3.66524
3881,11220.5,-3.66841
3882,11216.9,-3.67157
3883,11213.2,-3.67474
3884,11209.5,-3.67791
3885,11205.8,-3.68109
3886,11202.1,-3.68426
3887,11198.5,-3.68744
3888,11194.8,-3.69062
3889,11191.1,-3.6938
3890,11187.4,-3.69698
3891,11183.7,-3.70017
3892,11180,-3.70336
3893,11176.3,-3.70655
3894,11172.6,-3.70974
3895,11168.9,-3.71293
3896,11165.1,-3.71613
3897,11161.4,-3.71933
3898,11157.7,-3.72253
3899,11154,-3.72573
3900,11150.2,-3.72893
3901,11146.5,-3.73214
3902,11142.8,-3.73535
3903,11139,-3.73856
3904,11135.3,-3.74177
3905,11131.6,-3.74499
3906,11127.8,-3.74821
3907,11124.1,-3.75143
3908,11120.3,-3.75465
3909,11116.6,-3.75787
3910,11112.8,-3.7611
3911,11109,-3.76433
3912,11105.3,-3.76756
3913,11101.5,-3.77079
3914,11097.7,-3.77403
3915,11094,-3.77727
3916,11090.2,-3.7805
3917,11086.4,-3.78375
3918,11082.6,-3.78699
3919,11078.8,-3.79024
3920,11075,-3.79349
3921,11071.2,-3.79674
3922,11067.4,-3.79999
3923,11063.6,-3.80324
3924,11059.8,-3.8065
3925,11056,-3.80976
3926,11052.2,-3.81302
3927,11048.4,-3.81629
3928,11044.6,-3.81955
3929,11040.8,-3.82282
3930,11036.9,-3.82609
3931,11033.1,-3.82937
3932,11029.3,-3.83264
3933,11025.4,-3.83592
3934,11021.6,-3.8392
3935,11017.8,-3.84248
3936,11013.9,-3.84577
3937,11010.1,-3.84905
3938,11006.2,-3.85234
3939,11002.4,-3.85563
3940,10998.5,-3.85893
3941,10994.6,-3.86222
3942,10990.8,-3.86552
3943,10986.9,-3.86882
3944,10983,-3.87213
3945,10979.2,-3.87543
3946,10975.3,-3.87874
3947,10971.4,-3.88205
3948,10967.5,-3.88536
3949,10963.6,-3.88868
3950,10959.7,-3.89199
3951,10955.9,-3.89531
3952,10952,-3.89863
3953,10948.1,-3.90196
3954,10944.2,-3.90528
3955,10940.2,-3.90861
3956,10936.3,-3.91194
3957,10932.4,-3.91528
3958,10928.5,-3.91861
3959,10924.6,-3.92195
3960,10920.7,-3.92529
3961,10916.7,-3.92864
3962,10912.8,-3.93198
3963,10908.9,-3.93533
3964,10904.9,-3.93868
3965,10901,-3.94203
3966,10897.1,-3.94539
3967,10893.1,-3.94875
3968,10889.2,-3.95211
3969,10885.2,-3.95547
3970,10881.2,-3.95884
3971,10877.3,-3.9622
3972,10873.3,-3.96557
3973,10869.4,-3.96895
3974,10865.4,-3.97232
3975,10861.4,-3.9757
3976,10857.4,-3.97908
3977,10853.4,-3.98246
3978,10849.5,-3.98584
3979,10845.5,-3.98923
3980,10841.5,-3.99262
3981,10837.5,-3.99601
3982,10833.5,-3.99941
3983,10829.5,-4.00281
3984,10825.5,-4.00621
3985,10821.5,-4.00961
3986,10817.5,-4.01301
3987,10813.5,-4.01642
3988,10809.4,-4.01983
3989,10805.4,-4.02324
3990,10801.4,-4.02666
3991,10797.4,-4.03008
3992,10793.3,-4.0335
3993,10789.3,-4.03692
3994,10785.3,-4.04034
3995,10781.2,-4.04377
3996,10777.2,-4.0472
3997,10773.1,-4.05063
3998,10769.1,-4.05407
3999,10765,-4.05751
4000,10761,-4.06095
4001,10756.9,-4.06439
4002,10752.8,-4.06784
4003,10748.8,-4.07129
4004,10744.7,-4.07474
4005,10740.6,-4.07819
4006,10736.5,-4.08165
4007,10732.4,-4.08511
4008,10728.4,-4.08857
4009,10724.3,-4.09203
4010,10720.2,-4.0955
4011,10716.1,-4.09897
4012,10712,-4.10244
4013,10707.9,-4.10592
4014,10703.8,-4.10939
4015,10699.6,-4.11287
4016,10695.5,-4.11636
4017,10691.4,-4.11984
4018,10687.3,-4.12333
4019,10683.2,-4.12682
4020,10679,-4.13032
4021,10674.9,-4.13381
4022,10670.8,-4.13731
4023,10666.6,-4.14081
4024,10662.5,-4.14432
4025,10658.3,-4.14782
4026,10654.2,-4.15133
4027,10650,-4.15485
4028,10645.9,-4.15836
4029,10641.7,-4.16188
4030,10637.6,-4.1654
4031,10633.4,-4.16893
4032,10629.2,-4.17245
4033,10625.1,-4.17598
4034,10620.9,-4.17951
4035,10616.7,-4.18305
4036,10612.5,-4.18659
4037,10608.3,-4.19013
4038,10604.1,-4.19367
4039,10599.9,-4.19722
4040,10595.7,-4.20076
4041,10591.5,-4.20432
4042,10587.3,-4.20787
4043,10583.1,-4.21143
4044,10578.9,-4.21499
4045,10574.7,-4.21855
4046,10570.5,-4.22212
4047,10566.2,-4.22568
4048,10562,-4.22926
4049,10557.8,-4.23283
4050,10553.5,-4.23641
4051,10549.3,-4.23999
4052,10545.1,-4.24357
4053,10540.8,-4.24716
4054,10536.6,-4.25075
4055,10532.3,-4.25434
4056,10528.1,-4.25793
4057,10523.8,-4.26153
4058,10519.5,-4.26513
4059,10515.3,-4.26873
4060,10511,-4.27234
4061,10506.7,-4.27595
4062,10502.5,-4.27956
4063,10498.2,-4.28318
4064,10493.9,-4.28679
4065,10489.6,-4.29041
4066,10485.3,-4.29404
4067,10481,-4.29766
4068,10476.7,-4.30129
4069,10472.4,-4.30493
4070,10468.1,-4.30856
4071,10463.8,-4.3122
4072,10459.5,-4.31584
4073,10455.2,-4.31949
4074,10450.8,-4.32314
4075,10446.5,-4.32679
4076,10442.2,-4.33044
4077,10437.8,-4.3341
4078,10433.5,-4.33776
4079,10429.2,-4.34142
4080,10424.8,-4.34509
4081,10420.5,-4.34876
4082,10416.1,-4.35243
4083,10411.8,-4.3561
4084,10407.4,-4.35978
4085,10403.1,-4.36346
4086,10398.7,-4.36715
4087,10394.3,-4.37083
4088,10390,-4.37453
4089,10385.6,-4.37822
4090,10381.2,-4.38192
4091,10376.8,-4.38562
4092,10372.4,-4.38932
4093,10368,-4.39303
4094,10363.6,-4.39674
4095,10359.2,-4.40045
4096,10354.8,-4.40416
4097,10350.4,-4.40788
4098,10346,-4.4116
4099,10341.6,-4.41533
4100,10337.2,-4.41906
4101,10332.8,-4.42279
4102,10328.3,-4.42652
4103,10323.9,-4.43026
4104,10319.5,-4.434
4105,10315,-4.43775
4106,10310.6,-4.4415
4107,10306.2,-4.44525
4108,10301.7,-4.449
4109,10297.3,-4.45276
4110,10292.8,-4.45652
4111,10288.4,-4.46028
4112,10283.9,-4.46405
4113,10279.4,-4.46782
4114,10275,-4.47159
4115,10270.5,-4.47537
4116,10266,-4.47915
4117,10261.5,-4.48293
4118,10257,-4.48672
4119,10252.6,-4.49051
4120,10248.1,-4.49431
4121,10243.6,-4.4981
4122,10239.1,-4.5019
4123,10234.6,-4.50571
4124,10230.1,-4.50951
4125,10225.5,-4.51332
4126,10221,-4.51714
4127,10216.5,-4.52095
4128,10212,-4.52477
4129,10207.5,-4.5286
4130,10202.9,-4.53242
4131,10198.4,-4.53626
4132,10193.9,-4.54009
4133,10189.3,-4.54393
4134,10184.8,-4.54777
4135,10180.2,-4.55161
4136,10175.7,-4.55546
4137,10171.1,-4.55931
4138,10166.5,-4.56316
4139,10162,-4.56702
4140,10157.4,-4.57088
4141,10152.8,-4.57475
4142,10148.3,-4.57862
4143,10143.7,-4.58249
4144,10139.1,-4.58637
4145,10134.5,-4.59024
4146,10129.9,-4.59413
4147,10125.3,-4.59801
4148,10120.7,-4.6019
4149,10116.1,-4.6058
4150,10111.5,-4.60969
4151,10106.9,-4.61359
4152,10102.3,-4.6175
4153,10097.7,-4.6214
4154,10093,-4.62531
4155,10088.4,-4.62923
4156,10083.8,-4.63315
4157,10079.1,-4.63707
4158,10074.5,-4.64099
4159,10069.9,-4.64492
4160,10065.2,-4.64885
4161,10060.6,-4.65279
4162,10055.9,-4.65673
4163,10051.3,-4.66067
4164,10046.6,-4.66462
4165,10041.9,-4.66857
4166,10037.3,-4.67253
4167,10032.6,-4.67648
4168,10027.9,-4.68045
4169,10023.2,-4.68441
4170,10018.5,-4.68838
4171,10013.8,-4.69235
4172,10009.1,-4.69633
4173,10004.4,-4.70031
4174,9999.74,-4.70429
4175,9995.04,-4.70828
4176,9990.33,-4.71227
4177,9985.61,-4.71627
4178,9980.89,-4.72027
4179,9976.17,-4.72427
4180,9971.45,-4.72828
4181,9966.72,-4.73229
4182,9961.98,-4.7363
4183,9957.24,-4.74032
4184,9952.5,-4.74434
4185,9947.75,-4.74837
4186,9943,-4.7524
4187,9938.25,-4.75643
4188,9933.49,-4.76047
4189,9928.73,-4.76451
4190,9923.96,-4.76856
4191,9919.19,-4.77261
4192,9914.42,-4.77666
4193,9909.64,-4.78072
4194,9904.86,-4.78478
4195,9900.07,-4.78884
4196,9895.28,-4.79291
4197,9890.48,-4.79698
4198,9885.68,-4.80106
4199,9880.88,-4.80514
4200,9876.07,-4.80922
4201,9871.26,-4.81331
4202,9866.45,-4.81741
4203,9861.63,-4.8215
4204,9856.8,-4.8256
4205,9851.98,-4.82971
4206,9847.14,-4.83382
4207,9842.31,-4.83793
4208,9837.47,-4.84204
4209,9832.62,-4.84616
4210,9827.78,-4.85029
4211,9822.92,-4.85442
4212,9818.07,-4.85855
4213,9813.21,-4.86269
4214,9808.34,-4.86683
4215,9803.47,-4.87097
4216,9798.6,-4.87512
4217,9793.72,-4.87928
4218,9788.84,-4.88343
4219,9783.96,-4.8876
4220,9779.07,-4.89176
4221,9774.17,-4.89593
4222,9769.27,-4.90011
4223,9764.37,-4.90428
4224,9759.47,-4.90847
4225,9754.56,-4.91265
4226,9749.64,-4.91685
4227,9744.72,-4.92104
4228,9739.8,-4.92524
4229,9734.87,-4.92944
4230,9729.94,-4.93365
4231,9725,-4.93786
4232,9720.06,-4.94208
4233,9715.12,-4.9463
4234,9710.17,-4.95053
4235,9705.22,-4.95476
4236,9700.26,-4.95899
4237,9695.3,-4.96323
4238,9690.34,-4.96747
4239,9685.37,-4.97172
4240,9680.39,-4.97597
4241,9675.41,-4.98022
4242,9670.43,-4.98448
4243,9665.45,-4.98875
4244,9660.45,-4.99302
4245,9655.46,-4.99729
4246,9650.46,-5.00157
4247,9645.46,-5.00585
4248,9640.45,-5.01014
4249,9635.44,-5.01443
4250,9630.42,-5.01872
4251,9625.4,-5.02302
4252,9620.37,-5.02733
4253,9615.34,-5.03164
4254,9610.31,-5.03595
4255,9605.27,-5.04027
4256,9600.23,-5.04459
4257,9595.18,-5.04892
4258,9590.13,-5.05325
4259,9585.08,-5.05758
4260,9580.02,-5.06192
4261,9574.95,-5.06627
4262,9569.88,-5.07062
4263,9564.81,-5.07497
4264,9559.73,-5.07933
4265,9554.65,-5.0837
4266,9549.57,-5.08807
4267,9544.48,-5.09244
4268,9539.38,-5.09682
4269,9534.28,-5.1012
4270,9529.18,-5.10559
4271,9524.07,-5.10998
4272,9518.96,-5.11437
4273,9513.84,-5.11877
4274,9508.72,-5.12318
4275,9503.6,-5.12759
4276,9498.47,-5.13201
4277,9493.33,-5.13643
